,,,,,Country/State ->,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Republic of the Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,North Korea,South Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,St. Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands (U.S.),West Bank and Gaza,Yemen,Zambia,Zimbabwe,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia (US),Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,
Water Pollution,2-CHLOROPHENOL,Freshwaster,Health,Water Pollution_2-CHLOROPHENOL_Freshwaster_Health,$/kg,2.59,0.03,3.63,0.03,0.20,1.21,0.45,0.03,0.02,0.45,0.01,0.04,0.20,0.45,3.14,1.44,0.45,1.01,1.14,0.06,0.49,0.00,0.36,0.01,1.58,0.01,0.09,0.45,1.00,0.34,2.43,0.01,0.63,0.17,0.32,0.00,0.45,0.33,0.07,0.20,0.01,0.32,0.03,0.63,0.01,0.51,0.32,0.41,0.40,2.28,0.45,0.36,0.18,0.22,0.42,0.45,1.12,0.11,0.30,0.63,1.00,3.44,0.02,0.63,0.89,0.36,0.03,0.01,0.26,0.03,0.01,0.63,1.33,0.19,0.13,0.20,0.17,0.00,0.45,1.00,0.63,1.45,0.03,0.00,3.56,0.78,1.00,0.47,0.01,0.43,0.05,0.34,0.38,0.10,0.20,0.19,0.07,0.45,0.29,3.88,0.02,0.08,1.00,6.70,2.72,0.36,3.14,0.20,0.10,0.05,3.14,4.17,0.03,0.91,0.20,0.08,0.20,1.00,0.39,0.00,0.35,1.12,0.11,3.14,1.00,0.75,0.63,0.12,1.00,0.28,0.20,0.00,0.36,6.00,0.02,0.20,0.24,1.00,0.58,0.08,0.03,0.01,0.03,0.83,1.14,0.01,1.00,0.01,1.85,0.77,1.00,0.03,0.07,0.03,0.02,0.23,0.17,0.44,0.45,3.14,0.08,0.00,0.04,0.03,0.20,0.63,2.04,0.35,0.64,0.63,1.74,1.00,0.45,1.11,0.32,0.05,0.14,2.06,0.63,0.22,1.71,0.45,0.45,0.45,0.45,0.04,0.01,0.01,0.02,1.66,1.00,1.02,0.01,1.13,1.00,0.30,0.03,0.45,0.14,0.10,0.31,0.45,0.03,0.03,0.23,11.14,0.31,0.00,0.03,0.16,0.03,0.45,1.63,0.45,3.14,14.21,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,2-CHLOROPHENOL,Seawater,Health,Water Pollution_2-CHLOROPHENOL_Seawater_Health,$/kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,2-CHLOROPHENOL,Unspecified,Health,Water Pollution_2-CHLOROPHENOL_Unspecified_Health,$/kg,2.59,0.03,2.97,0.00,0.20,0.85,0.00,0.03,0.02,0.00,0.01,0.04,0.16,0.00,0.00,1.36,0.00,1.01,1.11,0.05,0.43,0.00,0.36,0.01,1.57,0.01,0.07,0.00,0.13,0.32,2.43,0.01,0.13,0.17,0.29,0.00,0.00,0.33,0.07,0.16,0.01,0.31,0.03,0.00,0.01,0.46,0.28,0.39,0.32,1.49,0.29,0.18,0.18,0.10,0.19,0.00,0.66,0.09,0.28,0.57,0.72,3.27,0.01,0.63,0.89,0.00,0.01,0.01,0.23,0.00,0.01,0.37,1.26,0.18,0.11,0.00,0.08,0.00,0.00,0.00,0.62,1.23,0.02,0.00,1.44,0.71,0.00,0.47,0.00,0.42,0.04,0.33,0.38,0.06,0.01,0.12,0.06,0.23,0.20,3.87,0.02,0.07,0.00,5.72,2.26,0.35,1.52,0.20,0.10,0.05,1.18,4.17,0.02,0.78,0.20,0.08,0.20,0.00,0.34,0.00,0.25,0.00,0.11,0.00,0.00,0.52,0.19,0.11,0.00,0.28,0.00,0.00,0.30,4.30,0.01,0.19,0.23,0.00,0.58,0.07,0.01,0.00,0.03,0.83,1.11,0.01,0.00,0.01,1.37,0.74,0.00,0.01,0.06,0.03,0.02,0.12,0.16,0.28,0.18,1.50,0.08,0.00,0.04,0.00,0.20,0.06,1.79,0.27,0.64,0.00,1.36,0.00,0.29,1.11,0.31,0.00,0.12,1.81,0.63,0.15,1.16,0.00,0.00,0.29,0.00,0.04,0.01,0.01,0.02,1.59,0.69,1.02,0.00,1.02,0.47,0.26,0.00,0.14,0.10,0.08,0.31,0.00,0.03,0.03,0.21,9.28,0.25,0.00,0.02,0.16,0.00,0.37,1.45,0.00,2.22,13.29,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,3-Methylcholanthrene,Freshwaster,Health,Water Pollution_3-Methylcholanthrene_Freshwaster_Health,$/kg,38.30,46.91,13.03,9.73,107.20,15.98,45.79,19.08,23.28,45.79,4.93,68.52,80.09,45.79,64.08,271.71,45.79,46.46,453.16,15.11,59.17,6.33,10.03,5.47,35.91,10.18,21.17,45.79,77.48,55.66,48.88,8.00,28.34,33.35,30.16,3.34,45.79,6.35,16.54,107.20,14.43,78.88,13.09,28.34,5.31,12.52,71.22,40.77,55.29,75.01,45.79,51.12,91.05,112.46,39.51,45.79,127.77,24.64,80.35,140.58,39.93,16.86,19.05,28.34,59.79,51.12,9.73,12.48,138.39,9.73,6.14,28.34,35.11,170.95,40.88,107.20,83.41,0.31,45.79,77.48,65.98,26.54,17.00,7.66,216.80,69.26,77.48,95.50,5.64,164.11,18.64,40.68,56.30,51.19,107.20,253.59,108.91,45.79,172.34,105.93,8.54,41.38,77.48,135.53,181.93,51.12,64.08,32.91,17.39,24.67,64.08,38.65,12.52,2.17,107.20,28.61,107.20,77.48,30.61,5.17,52.36,143.01,23.73,64.08,77.48,5.22,28.34,36.54,77.48,52.20,107.20,1.99,51.12,54.38,9.44,30.83,1.72,77.48,85.75,100.95,9.73,15.23,15.35,15.53,116.57,19.50,77.48,10.61,12.08,266.05,77.48,17.49,9.57,15.41,10.62,108.21,73.51,99.25,45.79,64.08,48.80,3.44,30.58,9.73,107.20,28.34,10.30,58.79,78.54,28.34,64.32,77.48,45.79,90.94,120.94,9.03,39.14,28.62,28.34,78.97,165.14,45.79,45.79,45.79,45.79,27.14,4.43,13.98,70.08,117.74,77.48,44.33,7.23,93.25,77.48,50.87,9.73,45.79,39.69,57.95,12.45,45.79,9.73,33.15,52.49,97.29,219.67,15.34,20.36,64.82,9.73,45.79,150.41,45.79,64.08,38.23,8.17,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,3-Methylcholanthrene,Seawater,Health,Water Pollution_3-Methylcholanthrene_Seawater_Health,$/kg,8.36,9.82,10.88,3.50,9.28,6.47,6.45,6.73,10.08,6.45,2.90,11.21,9.17,6.45,16.27,35.83,6.45,6.06,16.67,7.05,13.13,4.43,4.36,3.47,6.88,8.03,4.68,6.45,8.48,7.83,14.84,18.90,10.12,9.08,7.98,2.98,6.45,3.27,8.42,9.28,4.81,20.89,4.07,10.12,5.44,5.16,6.49,11.01,5.15,8.58,6.45,8.58,11.14,6.38,12.70,6.45,10.90,3.75,26.72,11.54,6.68,6.48,4.67,10.12,8.28,8.58,3.50,4.87,10.61,3.50,3.68,10.12,6.48,14.04,13.77,9.28,9.05,2.45,6.45,8.48,6.95,8.82,7.39,5.02,8.75,7.86,8.48,10.54,3.53,47.45,4.02,16.22,25.07,5.38,9.28,14.34,11.13,6.45,5.66,15.25,4.01,10.22,8.48,5.91,15.37,8.58,16.27,8.28,5.97,5.01,16.27,6.58,5.46,8.23,9.28,6.42,9.28,8.48,4.52,11.38,7.80,28.99,10.54,16.27,8.48,9.93,10.12,9.13,8.48,7.60,9.28,2.76,8.58,12.96,5.94,8.40,5.28,8.48,15.36,14.42,3.50,3.83,5.87,13.39,26.30,10.53,8.48,3.32,11.23,79.23,8.48,5.41,3.37,6.58,4.37,4.82,11.28,9.29,6.45,16.27,10.89,3.36,28.44,3.50,9.28,10.12,26.63,13.64,8.82,10.12,8.04,8.48,6.45,10.19,9.49,3.77,11.78,9.74,10.12,10.67,12.31,6.45,6.45,6.45,6.45,11.84,3.50,5.04,15.53,15.72,8.48,10.03,8.94,11.64,8.48,16.09,3.50,6.45,12.05,11.90,7.26,6.45,3.50,14.88,7.08,19.98,6.30,7.87,6.37,19.85,3.50,6.45,13.01,6.45,16.27,16.05,5.72,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,3-Methylcholanthrene,Unspecified,Health,Water Pollution_3-Methylcholanthrene_Unspecified_Health,$/kg,38.30,41.80,12.64,3.50,107.20,13.17,6.45,17.86,23.28,6.45,4.19,68.52,63.82,6.51,16.27,258.23,6.45,46.46,442.10,13.24,53.75,4.43,10.03,5.47,35.76,10.18,18.82,6.45,17.37,52.76,48.88,8.00,13.86,32.79,28.04,3.30,6.45,6.35,16.54,92.24,13.42,75.86,12.58,10.12,5.31,11.90,64.77,38.99,44.77,51.98,34.48,29.72,91.05,53.77,24.89,6.45,80.28,20.87,76.19,128.27,30.46,16.35,13.93,28.34,59.67,8.65,5.62,11.00,126.67,3.82,5.63,20.81,33.75,166.13,36.20,9.28,47.11,2.40,6.45,8.48,64.76,23.79,12.99,6.03,92.61,64.34,8.48,95.50,4.77,159.30,15.18,39.95,56.21,32.31,14.77,165.65,89.28,26.78,121.68,105.52,8.47,40.11,8.48,116.45,153.79,47.65,39.34,32.91,17.39,21.79,34.17,38.65,10.06,3.04,107.20,27.46,107.20,8.48,27.52,5.17,39.18,28.99,23.73,16.27,8.48,6.66,15.56,34.61,8.48,52.20,9.28,1.99,44.26,42.65,8.98,29.62,1.91,8.48,85.47,93.42,5.04,7.73,14.76,15.53,114.53,19.50,8.48,7.51,11.86,259.09,8.48,11.01,8.38,15.41,9.09,58.41,71.43,65.40,22.05,39.03,48.38,3.43,30.58,3.89,107.20,11.72,12.28,48.07,78.54,10.12,51.91,8.48,34.48,90.94,117.33,4.18,34.44,26.33,28.34,58.30,116.46,6.45,6.45,34.48,6.45,26.87,4.06,11.59,70.08,113.57,55.90,44.33,7.44,85.06,40.79,45.22,3.50,18.93,31.61,47.91,12.41,6.45,9.73,33.11,50.02,84.39,175.04,14.35,14.21,64.82,3.65,39.08,135.28,6.45,50.13,36.80,8.17,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,4-CHLOROANILINE,Freshwaster,Health,Water Pollution_4-CHLOROANILINE_Freshwaster_Health,$/kg,0.53,0.01,0.45,0.01,0.04,0.12,0.08,0.01,0.00,0.08,0.00,0.01,0.05,0.08,0.48,0.35,0.08,0.14,0.24,0.01,0.12,0.00,0.04,0.00,0.16,0.00,0.02,0.08,0.15,0.06,0.38,0.00,0.09,0.04,0.07,0.00,0.08,0.03,0.02,0.04,0.00,0.07,0.01,0.09,0.00,0.05,0.05,0.10,0.06,0.22,0.08,0.06,0.04,0.05,0.15,0.08,0.25,0.02,0.07,0.15,0.09,0.36,0.00,0.09,0.20,0.06,0.01,0.00,0.05,0.01,0.00,0.09,0.14,0.04,0.03,0.04,0.04,0.00,0.08,0.15,0.10,0.15,0.01,0.00,0.75,0.14,0.15,0.10,0.00,0.11,0.01,0.09,0.10,0.02,0.04,0.04,0.02,0.08,0.06,1.20,0.00,0.02,0.15,0.83,0.43,0.06,0.48,0.06,0.02,0.01,0.48,0.43,0.01,0.13,0.04,0.02,0.04,0.15,0.08,0.00,0.05,0.25,0.03,0.48,0.15,0.13,0.09,0.03,0.15,0.07,0.04,0.00,0.06,0.88,0.00,0.05,0.03,0.15,0.14,0.02,0.01,0.00,0.01,0.21,0.28,0.00,0.15,0.00,0.22,0.21,0.15,0.01,0.01,0.01,0.00,0.05,0.04,0.09,0.08,0.48,0.02,0.00,0.01,0.01,0.04,0.09,0.29,0.09,0.12,0.09,0.21,0.15,0.08,0.14,0.06,0.01,0.04,0.23,0.09,0.05,0.39,0.08,0.08,0.08,0.08,0.01,0.00,0.00,0.00,0.42,0.15,0.22,0.00,0.17,0.15,0.08,0.01,0.08,0.04,0.02,0.08,0.08,0.01,0.01,0.05,1.49,0.07,0.00,0.01,0.04,0.01,0.08,0.34,0.08,0.48,1.67,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,4-CHLOROANILINE,Seawater,Health,Water Pollution_4-CHLOROANILINE_Seawater_Health,$/kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,4-CHLOROANILINE,Unspecified,Health,Water Pollution_4-CHLOROANILINE_Unspecified_Health,$/kg,0.53,0.01,0.37,0.00,0.04,0.09,0.00,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.00,0.33,0.00,0.14,0.24,0.01,0.11,0.00,0.04,0.00,0.16,0.00,0.01,0.00,0.02,0.06,0.38,0.00,0.02,0.04,0.06,0.00,0.00,0.03,0.02,0.03,0.00,0.07,0.01,0.00,0.00,0.04,0.05,0.09,0.05,0.14,0.05,0.03,0.04,0.02,0.07,0.00,0.15,0.02,0.07,0.14,0.06,0.35,0.00,0.09,0.20,0.00,0.00,0.00,0.05,0.00,0.00,0.05,0.13,0.04,0.03,0.00,0.02,0.00,0.00,0.00,0.09,0.12,0.00,0.00,0.30,0.13,0.00,0.10,0.00,0.11,0.01,0.08,0.10,0.01,0.00,0.03,0.01,0.04,0.04,1.19,0.00,0.02,0.00,0.71,0.36,0.06,0.23,0.06,0.02,0.01,0.18,0.43,0.01,0.11,0.04,0.02,0.04,0.00,0.07,0.00,0.04,0.00,0.03,0.00,0.00,0.09,0.03,0.03,0.00,0.07,0.00,0.00,0.05,0.63,0.00,0.05,0.02,0.00,0.14,0.02,0.00,0.00,0.01,0.21,0.27,0.00,0.00,0.00,0.16,0.20,0.00,0.00,0.01,0.01,0.00,0.03,0.04,0.05,0.03,0.23,0.02,0.00,0.01,0.00,0.04,0.01,0.26,0.07,0.12,0.00,0.16,0.00,0.05,0.14,0.06,0.00,0.03,0.20,0.09,0.03,0.26,0.00,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.41,0.11,0.22,0.00,0.15,0.07,0.07,0.00,0.03,0.03,0.02,0.07,0.00,0.01,0.01,0.05,1.24,0.05,0.00,0.00,0.04,0.00,0.07,0.30,0.00,0.34,1.56,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,"7,12-Dimethylbenz(a)anthracene",Freshwaster,Health,"Water Pollution_7,12-Dimethylbenz(a)anthracene_Freshwaster_Health",$/kg,"1,534.86",581.29,305.29,164.00,"2,001.90",652.23,"1,227.97",287.69,448.98,"1,227.97",85.94,"1,130.93","1,784.32","1,227.97","1,886.53","17,939.88","1,227.97",821.71,"9,453.12",294.41,"3,279.76",101.69,350.15,140.84,"1,042.46",287.45,475.46,"1,227.97","4,055.73",875.54,"2,162.29",252.01,"1,217.82","1,735.44","1,272.76",69.58,"1,227.97",363.31,763.59,"2,001.90",232.32,"5,914.68",296.09,"1,217.82",218.52,954.01,"1,455.85","1,532.18",818.70,"3,684.50","1,227.97",980.11,"1,615.15","2,303.54","1,164.39","1,227.97","2,472.09",439.32,"3,915.75","2,921.41","2,949.48",731.23,452.83,"1,217.82","2,190.26",980.11,164.00,336.08,"2,949.53",164.00,275.93,"1,217.82",762.36,"3,069.71","1,913.64","2,001.90","1,667.80",9.25,"1,227.97","4,055.73","1,603.64","1,125.80",450.84,183.96,"8,330.94","1,412.25","4,055.73","2,131.18",134.53,"4,986.35","1,094.37","1,670.90","2,245.84",890.08,"2,001.90","5,326.19","1,583.60","1,227.97","8,223.85","3,325.35",230.22,"1,499.67","4,055.73","6,797.01","6,606.03",980.11,"1,886.53",712.94,"1,023.74",418.15,"1,886.53","1,551.61",390.18,56.27,"2,001.90",593.11,"2,001.90","4,055.73","1,321.71",144.34,"1,813.98","5,756.58","1,241.46","1,886.53","4,055.73",207.89,"1,217.82",890.09,"4,055.73","1,082.71","2,001.90",33.48,980.11,"2,114.99",270.66,"1,313.02",69.96,"4,055.73","2,864.03","1,599.13",164.00,153.75,364.34,681.94,"4,641.51",326.23,"4,055.73",403.74,360.00,"6,421.84","4,055.73",287.56,373.14,529.52,301.68,"4,730.86","1,443.29","1,383.52","1,227.97","1,886.53",799.42,70.12,735.75,164.00,"2,001.90","1,217.82",299.48,"3,952.47","1,370.99","1,217.82","3,720.04","4,055.73","1,227.97","1,347.75","1,359.29",252.32,756.63,706.59,"1,217.82","1,485.32","6,198.94","1,227.97","1,227.97","1,227.97","1,227.97",612.28,97.80,267.27,"1,028.52","3,400.37","4,055.73","1,507.63",264.99,"7,271.74","4,055.73","1,939.47",164.00,"1,227.97","1,080.57","1,181.31",415.53,"1,227.97",164.00,"1,342.40","1,075.50","1,323.04","4,011.68",226.24,313.60,"1,486.59",164.00,"1,227.97","9,848.83","1,227.97","1,886.53","1,709.51",407.66,878.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,"7,12-Dimethylbenz(a)anthracene",Seawater,Health,"Water Pollution_7,12-Dimethylbenz(a)anthracene_Seawater_Health",$/kg,109.55,112.17,153.56,52.26,163.54,111.51,96.14,95.07,127.46,96.14,44.75,295.32,113.45,96.14,226.74,599.29,96.14,81.81,364.15,94.77,247.33,70.78,62.90,83.47,101.61,241.59,79.66,96.14,189.26,99.29,256.17,303.49,182.88,136.86,182.32,50.57,96.14,54.59,129.32,163.54,73.11,497.01,63.45,182.88,244.94,183.43,86.61,234.17,69.81,116.16,96.14,133.56,315.12,96.27,162.84,96.14,154.70,59.92,374.18,145.11,132.14,86.83,67.68,182.88,109.44,133.56,52.26,85.52,168.17,52.26,73.64,182.88,88.14,191.73,348.82,163.54,116.02,38.81,96.14,189.26,93.87,240.59,103.49,88.64,120.23,104.78,189.26,152.07,52.42,611.36,74.50,215.56,339.91,77.27,163.54,261.02,144.62,96.14,122.57,255.66,56.28,126.51,189.26,112.74,494.40,133.56,226.74,115.92,129.65,73.83,226.74,88.85,82.98,111.25,163.54,155.15,163.54,189.26,68.70,167.56,243.61,366.60,135.11,226.74,189.26,140.66,182.88,125.28,189.26,110.60,163.54,44.97,133.56,192.07,85.84,182.48,76.07,189.26,194.14,222.94,52.26,55.97,80.87,205.26,475.43,275.23,189.26,58.36,144.62,771.66,189.26,78.33,55.45,102.82,122.46,85.01,235.31,168.01,96.14,226.74,130.40,61.16,390.75,52.26,163.54,182.88,326.94,325.59,110.81,182.88,144.36,189.26,96.14,270.15,137.98,56.07,129.90,147.05,182.88,175.46,217.33,96.14,96.14,96.14,96.14,136.54,57.28,77.23,348.71,197.24,189.26,139.91,130.95,237.14,189.26,492.87,52.26,96.14,166.12,153.51,90.74,96.14,52.26,199.40,100.68,273.64,90.38,122.98,88.45,210.85,52.26,96.14,233.26,96.14,226.74,226.52,90.04,190.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
